trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
709,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,17,3.613383520262076,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.24171401689703645}",25,8,17.477935574026038,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24123107196915192}",20,12,13.892448360785718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.002, 'e': 0.24074909196587688}",35,28,14.247759236229449,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.2402680749592907}",25,3,5.600025193127623,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2397880190253247}",25,0,-32.02971772504267,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
715,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,15,10.049430334037824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,9,21.70338199695966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23835359847607956}",30,12,13.740468094047447,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.002, 'e': 0.2378773676686784}",25,17,-7.898265390131039,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
719,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,20,9.113957628574122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.002, 'e': 0.23692775868212176}",20,5,-31.16593011318224,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
721,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,10,18.76227039351273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.002, 'e': 0.23598194054475852}",30,13,-3.985478854862407,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
723,False,"{'a': 0.002, 'e': 0.23551044831306475}",20,0,-6.124552584243369,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
724,False,"{'a': 0.002, 'e': 0.23503989812347828}",20,8,-14.087033517102677,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23457028809379765}",20,0,27.137342042447496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
726,False,"{'a': 0.002, 'e': 0.2341016163455822}",25,12,4.144016326314107,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,0,26.913864375192645,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
728,False,"{'a': 0.002, 'e': 0.2331670801985418}",25,8,-7.262982897661332,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.23270121206157107}",20,11,2.7947288680906204,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23223627472975883}",25,0,29.505292325663568,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.002, 'e': 0.23177226634335515}",30,0,-18.633572864284858,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
732,False,"{'a': 0.002, 'e': 0.23130918504632592}",20,13,12.709881461235945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,11,6.20268761124813,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23038579631478834}",25,9,19.733829338340076,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.22992548518672384}",20,14,8.268714347171398,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.002, 'e': 0.22946609376090668}",30,21,8.6629544664343,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.002, 'e': 0.2290076201997705}",30,11,-7.591973546144764,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
738,False,"{'a': 0.002, 'e': 0.2285500626694205}",20,8,-21.828848275935822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
739,False,"{'a': 0.002, 'e': 0.22809341933962587}",25,8,-39.483925969542824,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
740,False,"{'a': 0.002, 'e': 0.22763768838381274}",30,4,15.480371143878973,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.002, 'e': 0.22718286797905665}",25,7,22.79624262937127,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.002, 'e': 0.22672895630607542}",20,9,-13.151191150679933,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
743,False,"{'a': 0.002, 'e': 0.2262759515492217}",30,18,7.531935418011387,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.002, 'e': 0.22582385189647586}",20,6,-22.049532139165827,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
745,False,"{'a': 0.002, 'e': 0.22537265553943872}",20,0,-39.49649012308734,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
746,False,"{'a': 0.002, 'e': 0.22492236067332425}",20,1,7.679884605142375,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
747,False,"{'a': 0.002, 'e': 0.22447296549695234}",25,12,6.081644136825636,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.002, 'e': 0.22402446821274175}",25,15,19.722475910490036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.002, 'e': 0.22357686702670268}",25,0,1.7490102236226608,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
750,False,"{'a': 0.002, 'e': 0.22313016014842982}",25,0,28.667426202126414,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.002, 'e': 0.22268434579109508}",20,16,7.118108986070139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.002, 'e': 0.2222394221714404}",20,0,-8.213583034428124,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
753,False,"{'a': 0.002, 'e': 0.22179538750977074}",25,0,16.52029363929038,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
754,False,"{'a': 0.002, 'e': 0.22135224002994683}",20,0,31.453813712919043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
755,False,"{'a': 0.002, 'e': 0.2209099779593782}",20,6,22.353242315474517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.002, 'e': 0.22046859952901593}",30,11,-3.8587079823860355,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
757,False,"{'a': 0.002, 'e': 0.22002810297334574}",20,5,17.205618659058672,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.002, 'e': 0.21958848653038082}",25,2,-39.029512160166455,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
759,False,"{'a': 0.002, 'e': 0.2191497484416548}",30,7,-30.50941351114234,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
760,False,"{'a': 0.002, 'e': 0.21871188695221475}",20,2,-91.83893418816275,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 2}",1
761,False,"{'a': 0.002, 'e': 0.21827490031061414}",25,8,-6.912806111418295,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
762,False,"{'a': 0.002, 'e': 0.21783878676890578}",30,10,18.695421827193417,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.002, 'e': 0.21740354458263497}",30,12,32.50378472290677,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.002, 'e': 0.21696917201083235}",20,8,10.47071389263326,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.002, 'e': 0.21653566731600707}",25,13,22.973981228692477,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.002, 'e': 0.21610302876413975}",25,15,6.261074055653368,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.002, 'e': 0.21567125462467565}",35,17,-18.130648436209864,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.002, 'e': 0.21524034317051757}",25,11,25.485685042191612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.002, 'e': 0.2148102926780192}",25,20,8.966346618613779,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.002, 'e': 0.21438110142697794}",25,16,17.16808442361098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.002, 'e': 0.21395276770062824}",20,3,-58.66933853430665,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
772,False,"{'a': 0.002, 'e': 0.2135252897856346}",30,4,-27.80915015077613,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 1}",1
773,False,"{'a': 0.002, 'e': 0.21309866597208482}",20,10,16.16797236825991,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.002, 'e': 0.21267289455348304}",25,11,-4.708759694071022,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
775,False,"{'a': 0.002, 'e': 0.21224797382674304}",20,9,9.043367891092187,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.002, 'e': 0.21182390209218135}",30,3,-11.597469756017084,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 1}",1
777,False,"{'a': 0.002, 'e': 0.21140067765351048}",25,18,11.073933970691574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.002, 'e': 0.21097829881783206}",20,15,3.7333715494228343,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.002, 'e': 0.21055676389563024}",20,12,4.001132787688764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.002, 'e': 0.21013607120076472}",25,10,26.807269516352175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.002, 'e': 0.2097162190504642}",25,11,-28.491887766901982,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
782,False,"{'a': 0.002, 'e': 0.20929720576531952}",20,8,-24.32907552976293,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
783,False,"{'a': 0.002, 'e': 0.20887902966927693}",30,0,-42.769040903105704,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
784,False,"{'a': 0.002, 'e': 0.20846168908963153}",20,0,8.685789647811495,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
785,False,"{'a': 0.002, 'e': 0.20804518235702046}",20,0,9.431389262989654,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
786,False,"{'a': 0.002, 'e': 0.2076295078054162}",25,18,11.517111382307364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.002, 'e': 0.20721466377212}",20,15,8.413951905570512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.002, 'e': 0.20680064859775515}",20,3,-90.48993274300126,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
789,False,"{'a': 0.002, 'e': 0.20638746062626045}",25,10,-30.652173188202504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
790,False,"{'a': 0.002, 'e': 0.20597509820488344}",20,4,-18.28452717353198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
791,False,"{'a': 0.002, 'e': 0.2055635596841739}",25,10,9.102363749247308,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.002, 'e': 0.20515284341797715}",35,10,23.183549520462172,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
793,False,"{'a': 0.002, 'e': 0.20474294776342764}",20,0,5.94841507645118,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
794,False,"{'a': 0.002, 'e': 0.20433387108094214}",30,7,32.610224077420746,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.002, 'e': 0.20392561173421342}",25,4,27.273385885783618,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.002, 'e': 0.20351816809020354}",25,12,-39.26602974317001,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
797,False,"{'a': 0.002, 'e': 0.20311153851913738}",20,10,10.824267862722639,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.002, 'e': 0.2027057213944961}",20,14,-3.0204626187646664,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.002, 'e': 0.2023007150930107}",20,8,-27.91559625678157,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
800,False,"{'a': 0.002, 'e': 0.20189651799465538}",20,13,10.204633252482694,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.002, 'e': 0.20149312848264125}",25,15,3.381955351062974,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.002, 'e': 0.20109054494340972}",25,0,-2.4690750741567147,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
803,False,"{'a': 0.002, 'e': 0.20068876576662606}",20,16,9.16215333063722,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.002, 'e': 0.20028778934517305}",30,8,30.96097011447575,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.002, 'e': 0.1998876140751445}",20,11,-0.28052249614092695,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.002, 'e': 0.19948823835583873}",20,13,8.74608338939202,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.002, 'e': 0.1990896605897524}",20,0,5.39506386450611,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
808,False,"{'a': 0.002, 'e': 0.19869187918257386}",30,16,24.355361985501375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.002, 'e': 0.19829489254317698}",20,0,-8.78604153375434,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
810,False,"{'a': 0.002, 'e': 0.19789869908361465}",20,2,-16.97369406864772,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
811,False,"{'a': 0.002, 'e': 0.19750329721911256}",20,6,-19.08031504900353,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
812,False,"{'a': 0.002, 'e': 0.19710868536806264}",35,13,7.894666640838813,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
813,False,"{'a': 0.002, 'e': 0.19671486195201704}",20,9,18.5254758086814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.002, 'e': 0.1963218253956815}",25,12,19.383977480321658,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.002, 'e': 0.19592957412690934}",25,7,-10.50386955306833,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
816,False,"{'a': 0.002, 'e': 0.1955381065766949}",20,0,3.1753955860242473,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
817,False,"{'a': 0.002, 'e': 0.1951474211791675}",20,0,19.114905039976925,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.002, 'e': 0.194757516371585}",20,12,15.098550080704644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.002, 'e': 0.19436839059432767}",30,15,1.8569987150385843,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
820,False,"{'a': 0.002, 'e': 0.19398004229089189}",25,9,27.881068776623735,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.002, 'e': 0.1935924699078839}",20,2,20.2113948924639,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.002, 'e': 0.19320567189501364}",25,19,12.558245988141326,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.002, 'e': 0.1928196467050886}",20,7,19.857432693596,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.002, 'e': 0.19243439279400748}",20,10,7.445454494003026,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.002, 'e': 0.19204990862075408}",20,6,17.9333524318328,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.002, 'e': 0.19166619264739126}",30,14,20.257710510887065,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.002, 'e': 0.19128324333905458}",20,11,-39.38200141029849,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
828,False,"{'a': 0.002, 'e': 0.19090105916394629}",25,8,30.979384047458975,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.002, 'e': 0.19051963859332918}",30,18,23.094491110203776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.002, 'e': 0.1901389801015205}",30,20,9.853022694714141,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.002, 'e': 0.18975908216588572}",25,15,-0.5526084763527956,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
832,False,"{'a': 0.002, 'e': 0.18937994326683263}",20,9,-19.609671384693364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
833,False,"{'a': 0.002, 'e': 0.18900156188780515}",20,6,13.658167109104536,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.002, 'e': 0.1886239365152772}",30,9,30.65057341668106,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.002, 'e': 0.1882470656387468}",20,0,-10.70343178234681,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
836,False,"{'a': 0.002, 'e': 0.18787094775072993}",20,8,6.543391514865777,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.002, 'e': 0.18749558134675456}",20,9,20.631840025164415,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.002, 'e': 0.1871209649253546}",20,6,-21.575885692218634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
839,False,"{'a': 0.002, 'e': 0.1867470969880638}",20,16,7.293993787112454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.002, 'e': 0.18637397603940997}",30,21,5.0225925159496665,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.002, 'e': 0.1860016005869088}",35,0,23.18764134948225,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
842,False,"{'a': 0.002, 'e': 0.18562996914105798}",25,17,8.060087430272961,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.002, 'e': 0.18525908021533122}",25,0,5.694931800353344,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
844,False,"{'a': 0.002, 'e': 0.18488893232617234}",20,9,-1.3947439868091054,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.002, 'e': 0.18451952399298926}",30,12,-64.66765135893837,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
846,False,"{'a': 0.002, 'e': 0.1841508537381482}",20,12,14.276131148812711,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.002, 'e': 0.18378292008696764}",35,20,3.482571906015527,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
848,False,"{'a': 0.002, 'e': 0.18341572156771246}",25,2,-3.056023667688113,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
849,False,"{'a': 0.002, 'e': 0.18304925671158812}",35,8,-82.90865197699284,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 2}",1
850,False,"{'a': 0.002, 'e': 0.18268352405273466}",25,3,28.951699941894464,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.002, 'e': 0.182318522128221}",25,12,23.884240338749766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.002, 'e': 0.18195424947803895}",20,6,18.35099248018632,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.002, 'e': 0.1815907046450974}",25,14,-34.19607543845235,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
854,False,"{'a': 0.002, 'e': 0.1812278861752166}",25,0,-34.512813131777854,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
855,False,"{'a': 0.002, 'e': 0.1808657926171221}",25,13,16.325597809453562,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.002, 'e': 0.18050442252243923}",20,8,-37.79337779461706,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
857,False,"{'a': 0.002, 'e': 0.1801437744456871}",25,15,13.694788467717178,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.002, 'e': 0.17978384694427296}",20,12,6.2647605750637485,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.002, 'e': 0.17942463857848634}",20,14,11.850240948652383,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.002, 'e': 0.17906614791149322}",25,17,16.679842687438423,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.002, 'e': 0.17870837350933053}",20,14,-10.479946491778463,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
862,False,"{'a': 0.002, 'e': 0.17835131394090015}",30,24,12.521784792177165,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.002, 'e': 0.17799496777796334}",30,4,-15.652480510730566,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 0}",1
864,False,"{'a': 0.002, 'e': 0.17763933359513495}",25,10,17.359423481241585,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.002, 'e': 0.17728440996987782}",30,12,19.25120895841016,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.002, 'e': 0.17693019548249692}",25,11,26.244531369904646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.002, 'e': 0.17657668871613388}",20,11,0.8226575432823233,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.002, 'e': 0.1762238882567611}",20,0,12.573386897506895,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
869,False,"{'a': 0.002, 'e': 0.17587179269317638}",20,7,17.017912746384496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.002, 'e': 0.17552040061699686}",20,4,-8.910264246305697,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
871,False,"{'a': 0.002, 'e': 0.17516971062265388}",20,15,8.862730220207261,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.002, 'e': 0.17481972130738693}",25,16,5.314544194721469,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.002, 'e': 0.17447043127123832}",25,6,0.1600283898232835,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.002, 'e': 0.1741218391170474}",25,5,31.176583033673452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.002, 'e': 0.17377394345044514}",20,12,16.314014218861935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.002, 'e': 0.17342674287984836}",25,11,22.799263432263363,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.002, 'e': 0.17308023601645434}",30,16,-9.483451722070056,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
878,False,"{'a': 0.002, 'e': 0.17273442147423515}",30,2,6.4097537915014025,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
879,False,"{'a': 0.002, 'e': 0.17238929786993218}",30,11,31.510070577461935,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,False,"{'a': 0.002, 'e': 0.17204486382305054}",25,9,26.851606026610767,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17170111795585358}",30,20,8.640371609617274,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.002, 'e': 0.17135805889335737}",20,10,20.786888165389843,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17101568526332522}",20,10,7.176835740599575,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.002, 'e': 0.17067399569626215}",20,10,20.30489417907297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.002, 'e': 0.17033298882540943}",20,13,-16.57832905754687,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
886,False,"{'a': 0.002, 'e': 0.16999266328673912}",20,10,17.808975042016673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.002, 'e': 0.1696530177189486}",30,0,-24.169785323551682,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
888,False,"{'a': 0.002, 'e': 0.16931405076345518}",30,8,24.438870284298066,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
889,False,"{'a': 0.002, 'e': 0.16897576106439058}",30,19,-23.1111424491653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
890,False,"{'a': 0.002, 'e': 0.1686381472685955}",30,20,12.953956537826937,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.002, 'e': 0.16830120802561438}",20,13,1.6595398540520656,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.002, 'e': 0.16796494198768974}",20,0,15.594764638135667,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
893,False,"{'a': 0.002, 'e': 0.167629347809757}",20,14,10.486363811836881,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
